root_cnpj,cnpj_est,name,date_start,situation,situationDate,state,porte,activity
03723711,03723711000182,ORTO DON LTDA,2000-03-30,Suspensa,2017-07-27,MG,EMPRESA DE PEQUENO PORTE,Comércio varejista de artigos de colchoaria
03723897,03723897000170,EDNA L. FERREIRA & CIA LTDA,1987-05-28,Suspensa,2010-09-23,GO,MICRO EMPRESA,Comércio varejista de ferragens e ferramentas
03724080,03724080000116,ADF INFORMATICA LTDA,2000-03-09,Suspensa,2007-12-20,PE,MICRO EMPRESA,Reparação e manutenção de computadores e de equipamentos periféricos
03724097,03724097000173,COMERCIAL CAMBIJU LTDA,2000-03-28,Suspensa,2016-09-16,SC,MICRO EMPRESA,"Comércio varejista de suvenires, bijuterias e artesanatos"
03724238,03724238000158,LAURENCE FERREIRA MIRANDA,2000-03-29,Suspensa,2006-02-14,MG,DEMAIS,Comércio varejista especializado de equipamentos e suprimentos de informática
03724389,03724389000106,J.E. OLIVEIRA COMERCIO E ASSESSORIA LTDA,2000-03-28,Suspensa,2009-10-23,SP,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03724597,03724597000105,LUCIANO FREITAS MAIA,2000-03-24,Suspensa,2015-01-26,BA,MICRO EMPRESA,Hotéis
03724917,03724917000127,GIRASSOL EMPREENDIMENTOS IMOBILIARIOS LTDA,2000-03-23,Suspensa,2009-01-06,SP,EMPRESA DE PEQUENO PORTE,Incorporação de empreendimentos imobiliários
03725022,03725022000107,TRANPORTADORA DINIZ LTDA,2000-03-29,Suspensa,2013-09-04,AL,DEMAIS,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
03725065,03725065000192,TRIATHLON NEGOCIOS EM ATIVIDADES DESPORTIVAS LTDA,2000-03-29,Suspensa,2015-01-18,BA,EMPRESA DE PEQUENO PORTE,Atividades de condicionamento físico
03725111,03725111000153,CONSELHO ESCOLAR DA ESCOLA MUNICIPAL PROF.REGINA GUITTON,2000-03-27,Suspensa,2012-09-04,RJ,DEMAIS,Atividades de associações de defesa de direitos sociais
03725345,03725345000109,CLEONIO MENDES,2000-03-28,Suspensa,2010-04-14,MG,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03725478,03725478000177,C. M. DA SILVA FERRAGENS,2000-03-22,Suspensa,2015-01-18,AL,DEMAIS,Comércio varejista de ferragens e ferramentas
03725527,03725527000171,AMUI & ALMEIDA SILVA LTDA,2000-03-16,Suspensa,2005-06-17,MT,DEMAIS,Comércio varejista de artigos do vestuário e acessórios
03725606,03725606000182,J. A. R. COMUNICACAO VISUAL LTDA,2000-03-24,Suspensa,2008-08-13,SP,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03725658,03725658000159,ARTESANATO DE FOGOS PIROCOLOR EIRELI,2000-03-30,Suspensa,2020-06-09,MG,EMPRESA DE PEQUENO PORTE,Fabricação de artigos pirotécnicos
03725922,03725922000154,APOIO - COOPERATIVA DE TRABALHO DOS PROFESSORES LTDA,2000-03-16,Suspensa,2015-01-18,MG,DEMAIS,Ensino médio
03726102,03726102000187,PEDRO LUIS DE LAET,2000-03-16,Suspensa,2010-08-26,MT,DEMAIS,Comércio varejista de ferragens e ferramentas
03726104,03726104000176,VIDEO CHICK 4 LOCADORA LTDA,2000-01-05,Suspensa,2007-07-17,RJ,MICRO EMPRESA,"Aluguel de fitas de vídeo, DVDs e similares"
03726114,03726114000101,ANA IZABEL DA ROCHA,1987-07-16,Suspensa,2011-06-20,GO,DEMAIS,Comércio a varejo de peças e acessórios novos para veículos automotores
03726259,03726259000102,BAR E LANCHONETE PEDRO I LTDA,2000-02-17,Suspensa,2015-01-18,MG,MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares"
03726685,03726685000146,FRANCISCA NEUMA HOLANDA BENICIO,2000-03-29,Suspensa,2007-07-17,CE,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados"
03727060,03727060000107,M. MATHEUS DE CARVALHO,2000-03-29,Suspensa,2011-02-10,RJ,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03727074,03727074000112,CONDOMINIO DO RESIDENCIAL BOSQUE DOS JACARANDAS BLOCO 07,2000-02-18,Suspensa,2019-09-06,MG,DEMAIS,Condomínios prediais
03727279,03727279000106,DILZA LEONIDES FERNANDES DA SILVA,2000-03-29,Suspensa,2010-04-14,MG,MICRO EMPRESA,"Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida"
03727289,03727289000133,ELENY SILVA DE ALMEIDA SOROCABA,2000-03-15,Suspensa,2009-03-09,SP,MICRO EMPRESA,Comércio varejista de bebidas
03727456,03727456000146,SONIA REGINA RIBEIRO DOS SANTOS,2000-03-27,Suspensa,2011-07-04,SP,DEMAIS,Comércio varejista de calçados
03727475,03727475000172,ARA PRESS LTDA,2000-03-30,Suspensa,2018-02-21,SP,MICRO EMPRESA,Edição de revistas
03727480,03727480000185,MERCADINHO PROGRESSO LTDA,2000-02-27,Suspensa,2015-01-26,RN,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados"
03727571,03727571000110,CLINICA ELIANA CHIARI LTDA,2000-03-28,Suspensa,2010-05-13,MG,MICRO EMPRESA,Atividades de psicologia e psicanálise
03727748,03727748000189,WJR EMPREITEIRA - EIRELI,2000-03-27,Suspensa,2019-03-29,RJ,DEMAIS,Construção de edifícios
03727858,03727858000140,F. VITORINO DOS SANTOS COMERCIO,2000-03-21,Suspensa,2012-01-26,MT,MICRO EMPRESA,Comércio varejista de calçados
03727926,03727926000171,MARIA APARECIDA SANTOS,2000-03-30,Suspensa,2015-01-18,MG,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03728133,03728133000177,BARRETO & ALBINO LTDA,2000-03-29,Suspensa,2015-01-26,BA,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados"
03728371,03728371000182,CERVEJARIA CALICO LTDA,2000-03-30,Suspensa,2015-01-18,MG,MICRO EMPRESA,Comércio varejista de bebidas
03728711,03728711000175,DOMINGAS CIRQUEIRA DOS SANTOS,2000-03-31,Suspensa,2011-05-17,BA,DEMAIS,Restaurantes e similares
03728961,03728961000105,RESIDENCE ENGENHARIA LTDA,1987-07-29,Suspensa,2018-02-01,GO,EMPRESA DE PEQUENO PORTE,Construção de edifícios
03729049,03729049000178,ART FINAL DESIGN GRAFICO S/C LTDA,2000-03-27,Suspensa,2017-06-09,SP,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03729161,03729161000109,JOANA D. ALVES HENRIQUES,2000-03-24,Suspensa,2008-12-02,SP,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03729596,03729596000153,MANOEL ALVES TEIXEIRA,2000-02-28,Suspensa,2012-09-19,PI,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03729712,03729712000134,PAULO SANDER DE QUADROS,1987-08-05,Suspensa,2008-10-16,TO,MICRO EMPRESA,Comércio por atacado de peças e acessórios novos para veículos automotores
03730085,03730085000151,MANG-HIDRAL - COMERCIO DE PECAS LTDA,2000-03-23,Suspensa,2015-01-18,SP,MICRO EMPRESA,Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças
03730167,03730167000104,NAILDES FRANCISCA SCHMITT,2000-03-30,Suspensa,2008-06-27,SC,MICRO EMPRESA,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas"
03730367,03730367000159,SERRARIA BOJURU LTDA,2000-03-28,Suspensa,2019-09-27,RS,EMPRESA DE PEQUENO PORTE,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
03730392,03730392000132,LUIZ FERNANDO GOMES - PRODUCOES LTDA,2000-03-28,Suspensa,2013-11-06,SC,DEMAIS,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente"
03730478,03730478000165,ROSELI AGUIAR KARPINSKI,2000-04-03,Suspensa,2012-10-19,RS,DEMAIS,"Lanchonetes, casas de chá, de sucos e similares"
03730481,03730481000189,CAMPOS & BRAGA LTDA,2000-03-29,Suspensa,2008-08-07,MG,MICRO EMPRESA,Comercio varejista de artigos de armarinho
03730799,03730799000160,"NOVA VISAO DE CAXIAS, MARMORARIA E MAT. DE ACABAMENTOS LTDA",2000-03-24,Suspensa,2013-03-04,RJ,MICRO EMPRESA,"Britamento de pedras, exceto associado à extração"
03730873,03730873000148,HIDRAULICA ELETRICA E FERRAGENS ROMA ABC LTDA,2000-03-21,Suspensa,2018-05-02,SP,MICRO EMPRESA,Comércio varejista de material elétrico
03731355,03731355000149,KEVIN COMERCIO DE LANGERIE LTDA,2000-03-28,Suspensa,2020-10-13,RS,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03731425,03731425000169,ANDRADE & VERARDI LTDA,2000-04-04,Suspensa,2011-10-13,RS,DEMAIS,Comércio atacadista de produtos alimentícios em geral
03731466,03731466000155,DIRETORIO MUNICIPAL DO PARTIDO DA FRENTE LIBERAL,2000-01-21,Suspensa,2012-08-15,BA,DEMAIS,Atividades de organizações políticas
03732316,03732316000166,GEONILSON ALVES DA SILVA,2000-03-30,Suspensa,2008-08-04,CE,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03732382,03732382000136,CONTABILIDADE VIDAL S/C LTDA,2000-04-04,Suspensa,2017-11-06,MG,MICRO EMPRESA,Atividades de contabilidade
03732398,03732398000149,VANDERLEI SOARES SILVA,2000-04-04,Suspensa,2015-10-26,RO,MICRO EMPRESA,"Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes"
03732415,03732415000148,LIMA QUALITY SOLUCOES EMPRESARIAIS E REPRESENTACOES LTDA,2000-03-30,Suspensa,2016-11-16,SP,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03732829,03732829000177,MARIA MARIA MODAS LTDA,2000-03-27,Suspensa,2020-04-08,MG,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03732851,03732851000117,JGR TELINFORMATICA LTDA,2000-04-04,Suspensa,2015-11-03,DF,MICRO EMPRESA,Comércio varejista especializado de equipamentos e suprimentos de informática
03732968,03732968000109,SARA CONFECCOES INDUSTRIA E COMERCIO DE ROUPAS LTDA,2000-04-03,Suspensa,2017-08-10,GO,MICRO EMPRESA,Confecção de roupas íntimas
03733047,03733047000152,VIATUR PASSAGENS LTDA,2000-03-28,Suspensa,2020-01-29,MT,DEMAIS,Agências de viagens
03733507,03733507000142,JCBOLT INFORMATICA LTDA,2000-03-28,Suspensa,2015-08-19,RJ,MICRO EMPRESA,"Suporte técnico, manutenção e outros serviços em tecnologia da informação"
03733660,03733660000170,A & R REPRESENTACOES LTDA,2000-03-31,Suspensa,2015-01-26,RN,MICRO EMPRESA,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
03733738,03733738000156,ASSOCIACAO ESCOLAR DA E M SANTO EXPEDITO,2000-03-18,Suspensa,2012-08-13,RJ,DEMAIS,Ensino fundamental
03733848,03733848000118,AUDINEIA GOBETTI,2000-03-23,Suspensa,2008-09-05,SP,MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente
03733876,03733876000135,FORMULA SERVICE LTDA,2000-04-04,Suspensa,2019-06-04,ES,EMPRESA DE PEQUENO PORTE,Serviços de manutenção e reparação mecânica de veículos automotores
03734473,03734473000100,MARIA DE LOURDES DA SILVA HORTIGRANJEIROS,2000-03-30,Suspensa,2007-01-25,PE,MICRO EMPRESA,Comércio varejista de hortifrutigranjeiros
03734483,03734483000146,DIRETORIO MUNICIPAL DO PARTIDO POPULAR SOCIALISTA,2000-03-10,Suspensa,2019-05-23,SP,DEMAIS,Atividades de organizações políticas
03734554,03734554000100,CARLA GONCALVES DE LIMA,2000-04-04,Suspensa,2009-10-16,CE,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03734711,03734711000188,NEXUS 3 PARTICIPACOES E EMPREENDIMENTOS LTDA,2000-04-05,Suspensa,2015-04-23,SP,DEMAIS,Holdings de instituições não financeiras
03734827,03734827000117,HORTIFRUTI SOL NASCENTE DE PIABETA LTDA,2000-04-03,Suspensa,2009-04-16,RJ,MICRO EMPRESA,Comércio varejista de hortifrutigranjeiros
03734876,03734876000150,ELAINE BRIG DROGARIA,2000-03-29,Suspensa,2014-02-07,SP,MICRO EMPRESA,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas"
03734975,03734975000131,ECOMMERCE CONSULTORIA S/C. LTDA,2000-04-04,Suspensa,2006-12-06,SP,DEMAIS,Consultoria em tecnologia da informação
03735013,03735013000105,NEGOCIO VIRTUAL LTDA,2000-02-22,Suspensa,2015-03-24,MA,DEMAIS,Consultoria em tecnologia da informação
03735044,03735044000158,MARIA IRANI GIRAO LIMA,2000-02-07,Suspensa,2013-05-16,CE,MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente
03735273,03735273000172,RODRIGO NOGUEIRA,2000-04-04,Suspensa,2008-02-18,SP,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03735325,03735325000100,MILTON OKA INFORMATICA,2000-03-24,Suspensa,2016-09-09,SP,MICRO EMPRESA,Comércio varejista especializado de equipamentos e suprimentos de informática
03735549,03735549000112,RED SERVICOS FINANCEIROS LTDA,2000-04-04,Suspensa,2011-05-20,SC,DEMAIS,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente
03735627,03735627000189,C A F TINOCO SUPERMERCADO,2000-03-27,Suspensa,2011-01-10,RJ,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados"
03735733,03735733000162,AGUA VIVA PERFURACOES LTDA,2000-03-21,Suspensa,2008-08-01,SC,DEMAIS,Comércio varejista de ferragens e ferramentas
03735782,03735782000103,ARIOVALDO CONDE,2000-03-01,Suspensa,2013-01-16,SP,MICRO EMPRESA,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas"
03736267,03736267000130,P C A DESIGN E COMUNICACAO LTDA,2000-03-31,Suspensa,2019-04-16,RJ,MICRO EMPRESA,Outras atividades de publicidade não especificadas anteriormente
03736392,03736392000140,MM CONTABIL LTDA,2000-03-29,Suspensa,2018-01-03,SP,EMPRESA DE PEQUENO PORTE,Atividades de contabilidade
03736574,03736574000110,DA SILVA E DIAS LTDA,2000-03-30,Suspensa,2017-08-16,GO,MICRO EMPRESA,Comércio varejista de bebidas
03736673,03736673000100,ANGELIC FACCOES LTDA,2000-03-10,Suspensa,2014-04-23,SC,MICRO EMPRESA,"Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida"
03736700,03736700000137,MAIS COMERCIO E SERVICOS LTDA,2000-03-09,Suspensa,2012-01-02,BA,DEMAIS,Outras atividades de recreação e lazer não especificadas anteriormente
03736786,03736786000106,COMERCIO DE MOVEIS E ELETRODOMESTICOS GALETI LTDA,2000-04-03,Suspensa,2011-10-31,PR,MICRO EMPRESA,Comércio varejista de móveis
03736800,03736800000163,HELENA MARIA DE QUEIROZ,2000-04-03,Suspensa,2002-12-24,MG,MICRO EMPRESA,Construção de edifícios
03736819,03736819000100,ORALPLAN ASSISTENCIA ODONTOLOGICA LTDA,2000-04-04,Suspensa,2002-04-30,MG,MICRO EMPRESA,Atividade odontológica
03736849,03736849000116,MARILEI PETERS - MODAS,2000-04-03,Suspensa,2006-10-03,PR,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03737018,03737018000169,MERCADO E LANCHONETE PARAISO LTDA,2000-04-03,Suspensa,2012-08-30,SC,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03737128,03737128000120,JOSE PEREIRA CORRETORA DE SEGUROS LTDA,2000-04-04,Suspensa,2019-09-13,BA,DEMAIS,Sociedade seguradora de seguros não vida
03737246,03737246000139,MAGAZINE LANE LTDA,2000-03-02,Suspensa,2005-10-21,BA,MICRO EMPRESA,Comércio varejista de móveis
03737589,03737589000101,SEDIC SERVICOS DE DIAGNOSTICO POR IMAGEM CARDIOVASCULAR SOCIEDADE SIMPLES LIMITADA,2000-03-28,Suspensa,2019-07-17,PR,MICRO EMPRESA,"Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética"
03737622,03737622000195,RESULTE COMERCIO DE BRINDES E EVENTOS PROMOCIONAIS LTDA,2000-03-31,Suspensa,2012-07-31,RJ,MICRO EMPRESA,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente
03737721,03737721000177,FEGO ALIMENTOS EIRELI,2000-04-04,Suspensa,2016-09-06,GO,DEMAIS,"Fabricação de especiarias, molhos, temperos e condimentos"
03737898,03737898000173,KARB TOOLS INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO LTDA,2000-04-05,Suspensa,2014-05-05,PR,DEMAIS,Fabricação de ferramentas
03738049,03738049000134,R. M. PINHEIRO,2000-03-23,Suspensa,2014-06-26,ES,MICRO EMPRESA,Comércio varejista de calçados
03738094,03738094000199,CASSELLI BOLSAS E ACESSORIOS LTDA,2000-04-06,Suspensa,2009-06-01,SP,MICRO EMPRESA,"Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material"
03738122,03738122000178,ASSOCIACAO DO CLUBE DE MAES DE PAU SANTO,2000-02-22,Suspensa,2006-03-24,PE,DEMAIS,Atividades de associações de defesa de direitos sociais
03738286,03738286000103,PARTIDO DA FRENTE LIBERAL (PFL),1992-01-15,Suspensa,2015-01-26,MA,DEMAIS,Atividades de organizações políticas
03738406,03738406000164,DAVID BLOCO CERAMICOS COMERCIO LTDA,2000-02-15,Suspensa,2011-02-08,SP,MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente
03738476,03738476000112,SYMARA REZIO DA SILVA PERES,2000-04-06,Suspensa,2012-07-19,GO,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03738536,03738536000105,ALEX G VIANNA,2000-04-07,Suspensa,2007-12-28,RJ,MICRO EMPRESA,Produção e promoção de eventos esportivos
03738748,03738748000184,MARCIA MARQUES DOS SANTOS,2000-04-03,Suspensa,2008-10-07,MG,MICRO EMPRESA,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes"
03738758,03738758000110,DAISY GOMES SAMPAIO,2000-04-03,Suspensa,2001-12-21,BA,DEMAIS,Comércio varejista especializado de instrumentos musicais e acessórios
03738782,03738782000159,A. ROGERIO P. DA SILVA,2000-04-05,Suspensa,2014-03-06,AM,DEMAIS,Outras obras de acabamento da construção
03738786,03738786000137,ENO BEHLING BARZ,2000-05-04,Suspensa,2010-10-05,RS,DEMAIS,Serviços de manutenção e reparação mecânica de veículos automotores
03738795,03738795000128,POTATO S BAR E LANCHONETE LTDA,2000-03-17,Suspensa,2016-08-16,DF,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03738825,03738825000104,EVANILDO RIBEIRO AMORIM,2000-03-21,Suspensa,2006-10-19,AL,MICRO EMPRESA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
03738899,03738899000132,APLAUSO KARAOKE LTDA,2000-03-28,Suspensa,2012-09-24,SP,DEMAIS,"Lanchonetes, casas de chá, de sucos e similares"
03738982,03738982000101,ESTEFANIA PEREIRA ALVES LIMA,2000-04-04,Suspensa,2006-04-03,TO,MICRO EMPRESA,"Comércio varejista de discos, CDs, DVDs e fitas"
03739035,03739035000135,SANDRO OMAR FREITAS LIMA,2000-04-03,Suspensa,2015-01-18,MG,MICRO EMPRESA,Outras atividades de ensino não especificadas anteriormente
03739553,03739553000159,OSVALDO APARECIDO TEIXEIRA,2000-03-30,Suspensa,2010-07-02,SP,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03739598,03739598000123,MAGNAGO INDUSTRIA E COMERCIO DE EXPOSITORES EM ACO LTDA,2000-04-04,Suspensa,2010-06-10,ES,MICRO EMPRESA,Fabricação de outros produtos de metal não especificados anteriormente
03739690,03739690000193,SATELITE COMERCIO SERVICOS LTDA,2000-04-06,Suspensa,2010-09-28,PA,MICRO EMPRESA,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
03739846,03739846000136,FEMAR MAQUINAS E FERRAMENTAS LTDA,2000-04-05,Suspensa,2015-01-18,MG,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03739872,03739872000164,PATRICIA FIUZA FIGUEREDO,2000-04-06,Suspensa,2015-01-26,BA,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03739892,03739892000135,NILTON FERREIRA DA SILVA,2000-04-03,Suspensa,2013-02-05,RS,MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para veículos automotores
03740299,03740299000109,FACS ARTESANATO LTDA,2000-04-04,Suspensa,2000-08-01,SP,MICRO EMPRESA,"Comércio varejista de suvenires, bijuterias e artesanatos"
03740342,03740342000136,S. T. W. DE BUZIOS COMERCIO DE ROUPAS LTDA,2000-03-28,Suspensa,2012-12-11,RJ,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03740692,03740692000100,ASSOCIACAO DE PEQ. PRODUTORES RURAIS DA COMUNIDADE SALINA,2000-03-08,Suspensa,2015-01-28,PI,DEMAIS,Atividades de associações de defesa de direitos sociais
03740796,03740796000107,SANITUR TRANSPORTADORA TURISTICA LTDA,2000-04-03,Suspensa,2015-01-18,SP,MICRO EMPRESA,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual"
03740802,03740802000126,ROBERTO S. SANTOS  SOCIEDADE INDIVIDUAL  DE ADVOCACIA,2000-03-22,Suspensa,2019-09-23,SP,MICRO EMPRESA,Serviços advocatícios
03741116,03741116000170,ROSANGELA DA SILVA REIS POA,2000-03-23,Suspensa,2009-01-30,SP,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03741625,03741625000100,FREITAS & NEVES LTDA,2000-04-10,Suspensa,2010-09-15,RS,EMPRESA DE PEQUENO PORTE,Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças
03741665,03741665000144,CONFECCOES EL SHAMAH LTDA,2000-04-05,Suspensa,2015-01-18,MG,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03741977,03741977000158,PERICLES AMARAL DOS SANTOS,2000-03-27,Suspensa,2006-10-18,ES,MICRO EMPRESA,Comercio varejista de artigos de armarinho
03742086,03742086000116,CMGR INFORMATICA S/C LTDA,2000-03-20,Suspensa,2020-10-07,SP,MICRO EMPRESA,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet"
03742190,03742190000100,PADARIA TRIGO REAL LTDA,2000-04-06,Suspensa,2009-03-26,MG,MICRO EMPRESA,Fabricação de produtos de panificação industrial
03742242,03742242000149,OLGA TONELLO PRAIA GRANDE,2000-03-27,Suspensa,2006-05-22,SP,DEMAIS,Comércio varejista de carnes - açougues
03742267,03742267000142,JOAO RESENDE R. DE OLIVEIRA,2000-04-07,Suspensa,2015-01-18,MG,MICRO EMPRESA,Estacionamento de veículos
03742272,03742272000155,SEBASTIAO CAMPOS DA SILVA,2000-02-23,Suspensa,2008-08-07,MG,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03742303,03742303000178,M. DAS D. P. MACHADO,2000-04-06,Suspensa,2015-01-18,MA,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03742530,03742530000101,NEEMIAS CARLOS CAVALCANTE,2000-03-28,Suspensa,2019-12-26,PE,MICRO EMPRESA,"Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional"
03742790,03742790000179,WAGNER ALVES DE OLIVEIRA,2000-04-10,Suspensa,2017-10-16,BA,MICRO EMPRESA,Treinamento em informática
03742859,03742859000164,M. VENILSE MAIA,2000-04-06,Suspensa,2011-01-26,CE,EMPRESA DE PEQUENO PORTE,Comércio varejista de artigos do vestuário e acessórios
03742966,03742966000192,D S FERREIRA MANUTENCAO DE EQUIPAMENTOS LTDA,2000-03-30,Suspensa,2009-07-15,RJ,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03743414,03743414000107,JOEDSON FURTUNATO DA SILVA,2000-04-04,Suspensa,2015-01-26,AL,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03743423,03743423000190,COLEGIO ALTERNATIVA LTDA,2000-04-04,Suspensa,2015-06-16,RN,MICRO EMPRESA,Educação infantil - pré-escola
03743434,03743434000170,OUTMIX MIDIA LTDA,2000-04-05,Suspensa,2006-05-11,SP,DEMAIS,Agências de publicidade
03743547,03743547000175,LUCIA ALENCAR DE ARAUJO DOS REIS,2000-04-07,Suspensa,2015-01-18,SP,MICRO EMPRESA,"Comercio varejista de artigos de cama, mesa e banho"
03743867,03743867000125,CARLOS ALBERTO DA SILVA CARDEAL,2000-03-29,Suspensa,2015-01-26,SP,MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares"
03743923,03743923000121,ADMINISTRA COMERCIO DE PRODUTOS E SERVICOS DE LIMPEZA LTDA,2000-04-05,Suspensa,2007-08-14,MT,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03743935,03743935000156,DILMA GONCALVES DA SILVA CARPECAS,2000-04-04,Suspensa,2008-07-31,ES,MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para veículos automotores
03743971,03743971000110,"GRAMAX - ASSESSORIA, CONSULTORIA E REPRESENTACOES LTDA",2000-04-04,Suspensa,2011-12-19,MG,MICRO EMPRESA,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica"
03744088,03744088000144,TRANSPORTES ERNESTINA LTDA,2000-03-30,Suspensa,2012-06-11,RS,MICRO EMPRESA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
03744242,03744242000188,ORPAMAQ LTDA ME,2000-04-06,Suspensa,2019-06-25,PA,MICRO EMPRESA,Comércio varejista especializado de equipamentos e suprimentos de informática
03744304,03744304000151,SANTOS E FEITOSA LTDA,2000-03-30,Suspensa,2019-09-20,MG,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03744370,03744370000121,RONALDO BERNARDES ANDRADE,2000-03-28,Suspensa,2013-01-30,MG,MICRO EMPRESA,Serviços de manutenção e reparação mecânica de veículos automotores
03744382,03744382000156,SPEECH INDUSTRIA E COMERCIO LTDA,2000-03-23,Suspensa,2014-05-04,MG,MICRO EMPRESA,"Fabricação de acessórios do vestuário, exceto para segurança e proteção"
03744484,03744484000171,AUTO POSTO RIO DOURADOS LTDA,2000-04-06,Suspensa,2020-05-14,GO,MICRO EMPRESA,Comércio varejista de combustíveis para veículos automotores
03744589,03744589000120,CONSELHO ESCOLAR DA E M SAO LUCAS,2000-03-18,Suspensa,2012-09-04,RJ,DEMAIS,Ensino fundamental
03744592,03744592000144,PETROCOSMETICOS COMERCIO LTDA,2000-04-03,Suspensa,2001-03-19,RJ,MICRO EMPRESA,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal"
